"0114 Upplands V�sby";5.36;7.16;9.51;7.37;7.50;5.32;..;..;7.37;7.95;8.92;4.46;9.20;6.36;6.57;9.13
"1439 F�rgelanda";0.00;5.15;0.27;0.58;0.00;7.82;..;..;8.13;4.98;8.58;7.82;8.09;0.24;4.46;9.75
"1440 Ale";7.95;5.88;8.78;6.22;3.42;1.83;..;..;8.82;7.61;8.20;8.23;8.71;5.88;7.57;6.08
"1441 Lerum";7.09;5.05;7.68;7.71;4.67;5.05;..;..;8.44;7.85;4.22;7.02;8.13;4.56;4.70;6.40
"1442 V�rg�rda";4.01;1.93;6.12;7.19;8.89;1.31;..;..;9.89;9.96;8.78;9.86;8.89;8.30;9.55;8.65
"1443 Bollebygd";5.50;9.86;5.32;9.10;9.75;5.60;..;..;0.44;0.20;1.10;1.24;0.20;9.51;0.13;0.58
"1444 Gr�storp";9.89;9.65;9.41;9.75;9.82;3.94;..;..;5.08;1.00;3.01;6.43;8.47;8.51;2.31;2.83
"1445 Essunga";0.00;0.00;8.26;6.29;0.24;0.51;..;..;4.87;1.73;8.02;1.14;3.07;9.86;8.44;9.86
"1446 Karlsborg";9.55;4.39;7.78;3.28;6.43;9.65;..;..;0.65;1.10;0.00;0.55;1.21;6.15;0.20;6.33
"1447 Gullsp�ng";9.27;5.29;4.46;7.33;9.89;1.03;..;..;8.26;4.22;2.11;8.58;8.99;7.71;9.89;2.31
"1452 Tranemo";2.49;1.03;8.09;1.10;3.11;0.48;..;..;2.56;4.08;5.50;0.93;2.21;4.74;5.70;7.16
"1460 Bengtsfors";0.00;0.79;5.46;2.45;5.57;5.50;..;..;8.85;2.49;8.51;3.97;8.75;3.35;1.00;2.07
"1461 Mellerud";8.65;7.68;3.39;9.72;0.69;10.00;..;..;0.27;4.84;4.11;1.41;6.92;6.40;2.49;8.33
"1462 Lilla Edet";8.89;8.71;6.33;9.58;8.51;0.69;..;..;10.00;9.82;9.06;9.96;9.89;9.10;8.20;9.03
"1463 Mark";5.29;4.42;5.12;5.95;4.18;2.00;..;..;5.64;3.66;2.62;4.77;2.38;4.11;2.73;5.01
"1465 Svenljunga";3.07;1.66;0.62;7.09;0.89;5.15;..;..;9.61;8.09;2.00;8.89;8.65;1.66;0.65;7.37
"1466 Herrljunga";8.13;9.20;5.22;7.78;6.81;8.37;..;..;1.14;4.29;7.47;9.37;9.72;8.96;0.79;7.19
"1470 Vara";0.00;0.34;1.34;1.24;0.31;4.67;..;..;8.33;5.60;8.82;7.43;8.02;1.00;1.79;9.79
"1471 G�tene";4.67;3.52;6.08;1.14;5.08;6.95;..;..;8.51;8.30;1.48;7.99;6.78;3.32;2.80;0.31
"1472 Tibro";1.31;1.52;4.60;0.41;1.38;9.06;..;..;2.76;1.31;7.40;1.38;3.14;2.80;7.50;8.96
"1473 T�reboda";8.51;3.70;1.17;7.05;8.47;8.20;..;..;1.45;9.06;8.44;6.05;0.83;8.33;6.15;7.23
"1480 G�teborg";6.50;7.82;6.36;6.47;6.36;5.70;..;..;6.71;8.20;4.70;6.19;5.74;4.60;5.53;5.67
"1481 M�lndal";6.36;8.02;2.38;5.50;7.02;2.73;..;..;5.25;7.82;7.75;7.61;5.81;4.77;3.73;5.70
"1482 Kung�lv";5.19;2.31;3.59;4.63;4.46;2.28;..;..;4.08;7.12;6.36;3.18;3.11;2.45;4.42;1.59
"1484 Lysekil";2.21;8.23;6.26;1.00;3.56;9.89;..;..;9.93;1.41;6.57;7.71;5.57;7.40;2.69;3.70
"1485 Uddevalla";5.67;3.49;6.85;3.63;4.04;4.98;..;..;1.69;3.46;8.23;2.17;2.87;7.23;2.62;1.48
"1486 Str�mstad";2.24;7.47;1.41;8.40;0.55;3.14;..;..;1.34;2.00;0.62;2.21;0.17;1.90;3.59;1.83
"1487 V�nersborg";8.68;7.33;4.67;5.91;3.73;8.51;..;..;5.81;9.13;8.40;6.74;9.06;6.92;3.07;7.68
"1488 Trollh�ttan";6.43;5.95;4.11;6.19;5.29;5.91;..;..;7.68;8.54;5.88;8.75;5.32;7.57;8.26;5.81
"1489 Alings�s";8.26;7.02;3.25;5.32;5.43;6.36;..;..;7.19;6.36;6.88;5.05;4.35;6.47;4.32;4.04
"1490 Bor�s";6.29;4.84;4.25;5.53;8.09;8.54;..;..;5.91;6.57;7.02;3.73;7.43;3.94;4.22;6.98
"1491 Ulricehamn";4.11;3.73;1.14;2.31;7.82;4.46;..;..;2.38;1.55;5.84;1.00;1.28;3.84;0.86;7.33
"1492 �m�l";9.61;5.19;8.13;4.35;4.77;5.36;..;..;5.70;4.46;7.23;2.45;3.04;9.20;6.29;8.92
"1493 Mariestad";3.18;3.04;4.56;3.01;6.05;0.83;..;..;6.64;4.94;6.26;5.01;6.71;5.05;5.08;4.63
"1494 Lidk�ping";5.08;5.46;7.40;4.08;8.30;5.64;..;..;3.46;3.18;8.16;3.46;4.98;5.15;5.43;4.42
"1495 Skara";2.45;1.34;2.07;3.97;2.04;2.42;..;..;5.32;2.56;2.35;3.94;8.37;8.16;5.88;5.57
"1496 Sk�vde";8.06;2.90;2.21;2.87;3.94;6.22;..;..;2.11;3.63;4.80;3.25;5.46;6.67;6.47;4.77
"1497 Hjo";8.23;2.45;9.37;5.84;4.35;4.22;..;..;7.02;8.78;5.95;5.95;8.58;8.61;1.69;6.88
"1498 Tidaholm";2.90;9.03;9.16;6.78;9.03;6.81;..;..;8.99;8.33;5.36;5.91;4.91;9.55;9.03;8.44
"1499 Falk�ping";7.19;6.36;1.97;5.57;2.17;5.81;..;..;6.36;5.81;3.32;4.15;5.95;6.53;2.00;5.43
"1715 Kil";1.03;4.04;3.46;8.78;5.22;0.93;..;..;1.55;0.72;8.99;3.56;1.97;3.59;4.56;3.94
"1730 Eda";5.84;3.59;0.48;2.90;6.78;7.37;..;..;0.51;0.13;0.48;2.28;0.13;3.70;1.34;1.73
"1737 Torsby";1.24;1.76;0.24;4.22;3.32;2.56;..;..;2.14;0.34;1.45;2.59;0.24;6.74;3.49;2.04
"1760 Storfors";9.30;9.27;1.10;6.64;7.92;4.63;..;..;0.10;0.00;0.27;0.13;0.10;1.17;0.17;3.97
"1761 Hammar�";3.39;1.00;2.90;4.70;3.87;7.64;..;..;0.20;0.24;1.79;0.76;0.55;1.28;0.44;1.07
"1762 Munkfors";8.09;8.16;1.31;7.54;0.44;0.86;..;..;8.54;7.75;1.00;4.84;6.19;6.98;6.81;0.13
"1763 Forshaga";4.42;3.56;1.00;2.11;4.63;3.04;..;..;8.20;9.41;9.58;7.75;9.34;8.26;7.95;2.21
"1764 Grums";4.08;0.41;0.65;1.62;2.24;0.17;..;..;1.66;1.59;4.46;8.99;0.89;5.19;1.48;2.73
"1765 �rj�ng";8.20;6.64;5.57;4.46;1.69;0.44;..;..;4.91;8.82;0.69;8.20;3.97;9.75;6.40;8.78
"1766 Sunne";1.79;4.77;3.94;3.35;7.09;5.25;..;..;0.38;0.31;7.12;3.52;2.28;4.67;1.59;4.56
"1780 Karlstad";2.62;1.41;2.35;0.76;2.21;1.93;..;..;3.94;4.04;3.91;4.32;1.76;0.86;1.62;1.41
"1781 Kristinehamn";8.16;7.61;1.38;4.84;4.94;3.77;..;..;9.96;8.47;7.85;8.92;8.82;2.35;9.10;7.26
"1782 Filipstad";2.73;0.27;0.83;5.12;2.00;1.28;..;..;6.22;2.04;0.34;0.27;3.39;0.44;0.31;0.41
"1783 Hagfors";1.55;0.86;0.96;4.98;7.12;9.79;..;..;1.17;6.50;1.38;6.85;7.61;9.72;9.27;4.91
"1784 Arvika";4.87;2.94;1.52;3.25;3.18;1.62;..;..;1.52;0.69;4.77;2.04;0.38;3.52;0.69;1.03
"1785 S�ffle";3.87;2.83;7.37;0.83;6.29;2.24;..;..;4.39;3.91;7.71;4.53;5.15;8.58;8.16;8.61
"1814 Lekeberg";0.72;0.58;9.82;0.48;5.67;8.47;..;..;5.19;2.69;6.74;1.48;5.29;4.29;3.32;2.24
"1860 Lax�";0.89;5.50;6.98;6.43;2.97;7.16;..;..;1.62;0.48;2.69;0.58;0.27;1.21;2.28;0.93
"1861 Hallsberg";2.04;0.93;4.18;2.49;6.74;3.80;..;..;0.55;0.86;7.92;0.86;0.62;6.64;7.40;5.95
"1862 Degerfors";0.51;9.30;4.98;8.44;7.19;3.11;..;..;7.26;2.90;1.52;2.94;2.69;0.20;6.78;3.32
"1863 H�llefors";7.75;1.55;6.71;0.44;5.70;3.39;..;..;2.04;0.55;2.17;0.65;0.86;1.55;2.38;4.08
"1864 Ljusnarsberg";6.15;0.89;0.00;2.69;0.38;0.55;..;..;8.71;8.96;4.49;9.61;2.31;2.42;2.94;3.28
"1880 �rebro";5.39;3.07;3.21;4.15;1.76;1.34;..;..;2.59;0.83;1.93;1.45;1.17;2.31;2.90;0.89
"1881 Kumla";4.29;4.35;7.16;3.46;5.05;2.76;..;..;2.17;1.83;0.24;5.53;0.31;1.24;1.07;0.96
"1882 Askersund";2.14;0.62;5.91;7.02;1.24;2.17;..;..;0.48;0.89;1.90;5.19;0.34;9.16;7.43;9.48
"1883 Karlskoga";1.86;3.11;1.90;3.11;2.07;7.09;..;..;5.88;7.40;6.12;6.57;4.87;7.78;3.87;2.66
"1884 Nora";4.04;2.59;9.23;5.36;5.32;1.48;..;..;3.35;7.02;5.12;7.85;3.42;5.64;0.62;0.44
"1885 Lindesberg";0.79;3.77;8.51;2.28;1.31;3.87;..;..;3.18;2.14;5.15;7.05;2.49;5.32;4.77;0.65
"1904 Skinnskatteberg";0.00;1.21;9.48;9.06;9.23;5.43;..;..;3.49;3.56;1.34;2.87;5.12;1.14;0.00;0.34
"1907 Surahammar";9.65;9.61;7.02;9.20;8.40;1.52;..;..;8.40;6.19;2.49;9.51;3.59;3.66;8.89;9.37
"1960 Kungs�r";9.79;8.85;8.40;7.68;8.99;0.76;..;..;9.20;4.49;9.30;8.47;8.61;9.37;1.21;3.91
"1961 Hallstahammar";7.88;0.72;2.80;8.33;9.41;1.86;..;..;9.27;6.53;8.96;8.06;3.91;8.54;9.37;9.06
"1962 Norberg";9.51;4.11;0.00;6.50;1.73;9.13;..;..;9.68;9.51;9.23;4.70;9.58;9.58;6.02;1.62
"1980 V�ster�s";4.63;6.98;6.19;6.92;4.11;2.49;..;..;6.29;5.39;3.94;3.39;4.60;3.04;3.46;6.60
"1981 Sala";4.15;4.01;2.83;4.01;7.88;6.71;..;..;9.30;9.61;8.37;9.58;9.96;6.60;8.99;9.10
"1982 Fagersta";3.04;1.73;3.42;7.85;1.59;6.19;..;..;9.58;5.67;2.45;8.71;2.17;1.48;7.88;5.91
"1983 K�ping";6.92;5.91;6.40;8.02;6.12;1.17;..;..;3.91;0.76;6.29;2.11;0.72;4.08;7.33;9.23
"1984 Arboga";5.91;3.42;5.74;1.45;9.06;9.34;..;..;8.92;8.51;1.07;8.65;3.87;4.63;8.37;4.98
"2021 Vansbro";3.66;0.48;1.73;1.03;0.48;2.62;..;..;6.12;7.30;4.04;4.87;2.94;8.75;7.75;7.12
"2023 Malung-S�len";7.54;3.87;3.11;6.60;2.87;8.99;..;..;6.57;2.59;4.98;2.38;9.16;3.56;6.95;4.94
"2026 Gagnef";3.49;8.37;9.89;8.75;8.68;9.82;..;..;7.95;9.72;9.51;9.68;9.79;1.41;3.28;2.76
"2029 Leksand";1.17;3.80;2.04;1.28;6.40;1.14;..;..;1.03;0.96;1.41;5.98;1.83;2.87;1.93;4.11
"2031 R�ttvik";8.61;9.06;5.95;6.02;9.20;3.91;..;..;9.55;9.03;1.14;9.55;6.60;9.65;3.25;2.52
"2034 Orsa";4.91;0.76;9.79;2.35;7.99;9.23;..;..;7.30;8.71;9.44;9.79;7.95;9.68;9.41;7.61
"2039 �lvdalen";1.38;2.21;0.41;9.34;1.03;2.04;..;..;9.41;9.48;3.97;1.52;1.69;0.96;3.04;2.87
"2061 Smedjebacken";9.86;7.43;3.28;9.27;0.76;8.68;..;..;8.06;5.74;9.03;4.22;6.29;3.11;3.91;8.71
"2062 Mora";8.30;8.65;5.64;1.66;8.02;3.84;..;..;6.05;1.34;4.63;4.49;2.56;1.97;1.14;1.66
"2080 Falun";7.43;4.80;6.88;6.26;3.04;5.08;..;..;2.90;3.70;2.97;4.98;2.90;1.86;1.73;6.22
"2081 Borl�nge";5.12;8.20;1.62;7.92;7.54;5.39;..;..;5.77;6.29;4.74;5.08;6.67;2.07;2.56;7.40
"2082 S�ter";5.43;4.49;7.75;5.43;1.66;9.55;..;..;3.11;2.31;9.37;1.17;5.05;1.34;1.38;8.02
"2083 Hedemora";9.82;9.55;3.35;9.41;9.68;0.96;..;..;6.47;7.54;0.31;9.10;3.28;1.45;3.11;3.52
"2084 Avesta";9.37;8.96;7.88;9.23;9.34;8.06;..;..;6.43;5.05;3.35;3.84;8.33;3.87;0.58;0.62
"2085 Ludvika";8.96;7.09;2.69;8.54;7.64;4.53;..;..;6.40;6.26;6.71;7.68;9.44;7.26;7.37;9.68
"2101 Ockelbo";4.74;3.14;0.34;9.44;8.58;1.73;..;..;9.37;7.19;7.50;9.93;4.77;5.81;7.54;4.53
"2104 Hofors";9.93;8.44;9.75;9.79;9.72;9.93;..;..;5.95;5.98;8.68;8.54;6.47;9.61;7.12;1.34
"2121 Ovan�ker";3.70;6.74;6.15;1.59;9.79;4.60;..;..;7.16;6.15;9.96;6.98;5.25;8.44;5.91;1.55
"2132 Nordanstig";6.26;6.12;0.55;2.17;6.19;2.38;..;..;8.23;8.61;3.70;8.82;7.54;5.84;8.51;3.04
"2161 Ljusdal";3.32;5.84;2.00;0.65;6.33;7.05;..;..;6.26;6.74;5.91;7.78;8.68;9.03;9.20;7.75
"2180 G�vle";5.70;6.95;3.70;6.88;2.49;3.32;..;..;6.74;5.29;6.02;5.15;7.99;7.12;5.81;6.43
"2181 Sandviken";8.71;9.23;9.27;9.13;9.44;7.68;..;..;1.86;6.95;7.61;3.91;5.50;5.91;1.10;1.10
"2182 S�derhamn";9.41;7.37;8.68;8.26;8.54;9.61;..;..;1.76;2.76;8.85;1.07;7.12;1.69;0.55;2.00
"2183 Bolln�s";4.25;8.40;1.55;9.30;2.83;2.52;..;..;4.29;3.01;3.18;6.29;3.70;4.32;5.15;2.90
"2184 Hudiksvall";1.69;2.14;2.62;7.47;5.53;0.89;..;..;7.82;3.42;6.53;5.81;6.88;5.67;6.19;3.87
"2260 �nge";7.02;9.75;8.47;9.82;8.44;6.64;..;..;0.17;1.45;7.26;2.14;1.34;7.37;1.31;0.79
"2262 Timr�";8.37;2.49;4.04;6.57;1.07;7.12;..;..;9.23;9.86;6.43;8.68;9.30;6.05;6.98;8.06
"2280 H�rn�sand";3.35;3.66;2.73;4.25;1.93;8.92;..;..;3.01;0.79;0.44;0.62;4.42;2.73;1.76;1.00
"2281 Sundsvall";6.95;8.33;7.19;9.61;4.74;3.52;..;..;3.25;3.07;2.90;9.44;3.32;2.56;2.76;5.60
"2282 Kramfors";0.69;0.51;8.23;2.24;0.20;5.46;..;..;9.16;9.34;5.57;9.65;9.48;6.88;8.71;4.22
"2283 Sollefte�";3.42;1.48;3.73;8.96;1.21;7.78;..;..;1.79;3.59;0.72;9.23;0.44;5.29;6.36;9.72
"2284 �rnsk�ldsvik";5.22;7.88;5.05;8.13;4.91;8.78;..;..;2.45;2.97;2.87;9.27;3.01;7.82;4.87;7.57
"2303 Ragunda";4.98;9.79;6.57;9.86;9.37;0.27;..;..;9.82;9.58;3.39;9.41;9.75;5.60;8.47;8.30
"2305 Br�cke";2.07;5.12;0.44;4.77;2.94;7.33;..;..;4.67;3.49;9.89;1.31;9.65;9.44;7.02;7.78
"2309 Krokom";0.44;6.71;0.93;4.29;3.21;7.61;..;..;0.96;7.92;6.40;5.50;1.14;7.19;1.83;6.29
"2313 Str�msund";3.52;6.78;9.96;9.55;5.60;5.84;..;..;5.67;7.68;7.09;7.95;2.62;3.18;7.47;3.25
"2321 �re";1.10;0.38;7.09;2.04;0.41;0.24;..;..;6.78;7.78;6.47;9.03;8.44;9.93;4.98;5.84
"2326 Berg";0.48;1.83;0.31;1.73;0.58;2.69;..;..;3.28;4.87;9.41;8.78;4.18;1.38;7.92;7.64
"2361 H�rjedalen";1.52;2.17;3.91;6.53;4.08;0.38;..;..;3.21;9.68;9.79;5.77;5.53;8.89;8.54;8.47
"2380 �stersund";2.59;2.66;3.56;5.22;1.52;7.47;..;..;6.15;5.46;3.87;5.64;6.98;7.99;4.04;1.17
"2401 Nordmaling";9.20;0.44;7.82;0.38;3.77;0.00;..;..;0.76;3.97;4.01;4.63;3.80;2.52;9.06;4.49
"2403 Bjurholm";..;..;..;..;..;..;..;..;9.48;9.89;9.48;9.30;10.00;9.23;9.86;9.96
"2404 Vindeln";8.92;9.82;4.01;8.99;10.00;6.26;..;..;8.96;9.75;9.10;9.06;6.12;9.82;1.97;1.14
"2409 Robertsfors";0.41;6.85;5.67;7.16;9.86;8.26;..;..;7.43;9.79;9.55;9.89;9.55;0.72;6.22;3.35
"2417 Norsj�";0.65;0.69;0.89;5.05;1.41;0.31;..;..;0.13;3.94;0.86;3.28;6.36;9.79;0.89;0.51
"2418 Mal�";8.85;9.96;6.50;9.96;4.60;2.35;..;..;9.75;9.55;2.14;9.16;9.23;3.25;8.06;0.10
"2421 Storuman";2.35;4.25;0.51;2.00;7.95;6.40;..;..;1.00;3.84;8.09;9.82;6.95;3.73;8.75;1.28
"2422 Sorsele";0.00;0.00;0.00;0.00;0.00;5.53;..;..;5.01;1.93;7.64;2.66;7.85;0.13;9.72;0.48
"2425 Dorotea";..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
"2460 V�nn�s";8.54;2.76;7.57;2.21;8.75;2.59;..;..;8.68;8.68;8.71;7.57;9.10;2.28;8.09;1.38
"2462 Vilhelmina";9.68;9.48;8.99;8.20;9.96;1.07;..;..;7.99;8.75;9.68;8.85;9.93;3.39;10.00;2.35
"2463 �sele";0.00;0.00;1.45;0.00;0.00;0.00;..;..;0.31;0.17;6.81;0.24;2.73;0.00;9.16;4.84
"2480 Ume�";2.31;2.62;4.49;7.82;2.76;6.05;..;..;4.25;4.63;4.60;7.12;5.67;4.15;4.18;5.05
"2481 Lycksele";3.97;6.33;1.24;3.04;3.66;4.35;..;..;6.60;6.92;5.43;9.48;8.51;8.23;7.64;1.93
"2482 Skellefte�";5.95;3.97;1.28;6.15;3.39;3.28;..;..;5.50;3.87;3.25;6.15;6.53;5.46;4.80;1.52
"2505 Arvidsjaur";0.83;4.22;0.00;7.64;6.15;8.44;..;..;0.83;2.11;1.62;0.17;2.07;0.79;0.34;0.24
"2506 Arjeplog";..;..;..;..;..;..;..;..;4.42;10.00;10.00;0.00;9.82;0.31;9.96;4.87
"2510 Jokkmokk";..;..;..;..;..;..;..;..;9.13;2.42;0.20;0.31;2.04;3.14;9.75;0.17
"2513 �verkalix";..;..;..;..;..;..;..;..;0.86;8.40;2.76;5.12;0.58;3.97;9.82;8.23
"2514 Kalix";3.46;0.65;0.69;0.17;0.62;8.58;..;..;1.24;4.01;1.24;1.21;1.52;2.24;6.53;0.69
"2518 �vertorne�";8.02;7.12;7.33;1.21;8.71;3.46;..;..;9.79;9.37;0.17;5.70;5.36;0.41;8.78;3.07
"2521 Pajala";2.76;6.40;4.39;5.29;9.30;9.72;..;..;0.93;0.27;0.13;0.44;1.07;0.62;4.25;0.20
"2523 G�llivare";1.90;2.04;0.86;0.34;5.77;6.02;..;..;0.72;1.03;1.59;0.83;0.41;2.04;2.04;0.27
"2560 �lvsbyn";0.96;2.07;1.48;1.97;3.80;7.19;..;..;5.22;3.25;9.16;7.92;0.93;3.21;1.52;1.24
"2580 Lule�";1.76;1.69;4.91;5.25;3.91;2.66;..;..;1.38;2.38;6.95;6.88;3.35;3.46;5.84;1.31
"2581 Pite�";1.48;2.28;2.52;7.26;4.56;6.50;..;..;4.74;7.09;3.73;8.44;6.22;4.70;3.56;1.69
"2582 Boden";3.84;2.73;5.53;8.16;3.49;3.66;..;..;3.52;1.24;5.22;6.71;3.66;4.39;7.23;1.79
"2583 Haparanda";7.61;9.93;6.95;0.55;8.96;5.01;..;..;2.35;8.02;3.66;8.96;9.03;0.17;9.61;0.55
"2584 Kiruna";7.64;4.08;1.21;3.94;7.23;8.13;..;..;5.74;5.91;5.05;6.47;6.85;3.07;9.44;6.53
